168.234.0.0,168.234.255.255,65536,29/08/94,
181.114.0.0,181.114.31.255,8192,25/07/12,
181.174.64.0,181.174.127.255,16384,15/11/13,
181.189.144.0,181.189.159.255,4096,13/12/12,
181.209.128.0,181.209.255.255,32768,30/07/13,
186.151.0.0,186.151.255.255,65536,01/09/11,
190.0.192.0,190.0.223.255,8192,11/10/06,
190.4.0.0,190.4.31.255,8192,06/01/06,
190.4.32.0,190.4.63.255,8192,26/06/06,
190.14.128.0,190.14.143.255,4096,24/05/06,
190.56.0.0,190.56.127.255,32768,30/05/06,
190.56.128.0,190.56.255.255,32768,10/07/07,
190.104.112.0,190.104.127.255,4096,16/02/12,
190.106.192.0,190.106.223.255,8192,24/02/12,
190.111.0.0,190.111.31.255,8192,02/12/08,
190.115.0.0,190.115.15.255,4096,09/08/10,
190.121.192.0,190.121.207.255,4096,30/03/09,
190.143.128.0,190.143.191.255,16384,09/02/10,
190.143.192.0,190.143.255.255,16384,24/02/12,
190.148.0.0,190.148.255.255,65536,21/05/08,
190.149.0.0,190.149.255.255,65536,25/02/09,
200.6.192.0,200.6.223.255,8192,06/09/04,
200.6.224.0,200.6.255.255,8192,23/02/05,
200.12.32.0,200.12.63.255,8192,28/04/95,
200.30.128.0,200.30.159.255,8192,10/05/01,
200.30.160.0,200.30.175.255,4096,10/05/01,
200.30.176.0,200.30.191.255,4096,26/11/04,
200.35.160.0,200.35.175.255,4096,20/07/04,
200.35.176.0,200.35.191.255,4096,26/06/06,
200.49.160.0,200.49.175.255,4096,26/04/02,
200.49.176.0,200.49.191.255,4096,09/11/04,
200.119.128.0,200.119.159.255,8192,13/10/04,
200.119.160.0,200.119.191.255,8192,09/02/10,
201.216.128.0,201.216.159.255,8192,05/08/05,
201.216.160.0,201.216.191.255,8192,27/01/06,
216.230.128.0,216.230.159.255,8192,16/06/99,

