41.96.0.0,41.111.255.255,1048576,04/05/09,
41.200.0.0,41.201.255.255,131072,31/10/06,
41.210.64.0,41.210.127.255,16384,30/03/07,
41.220.144.0,41.220.159.255,4096,23/04/10,
41.221.16.0,41.221.31.255,4096,27/04/07,
80.246.0.0,80.246.15.255,4096,07/11/01,
80.249.64.0,80.249.79.255,4096,06/06/05,
105.96.0.0,105.111.255.255,1048576,18/11/13,
105.235.128.0,105.235.143.255,4096,24/11/12,
154.121.0.0,154.121.255.255,65536,22/05/14,
154.127.96.0,154.127.111.255,4096,12/06/14,
193.194.64.0,193.194.95.255,8192,07/04/98,
196.20.64.0,196.20.127.255,16384,03/01/06,
196.41.224.0,196.41.255.255,8192,31/10/05,
197.112.0.0,197.119.255.255,524288,25/05/11,
197.140.0.0,197.143.255.255,262144,29/12/10,
197.200.0.0,197.207.255.255,524288,28/05/10,
213.179.160.0,213.179.191.255,8192,17/07/01,

